   r(mas)        I/I0_B        I/I0_V        I/I0_R        I/I0_I        I/I0_H        I/I0_K
8.6217471e-01 3.8328370e-01 4.7852930e-01 5.4957420e-01 6.2811110e-01 7.6649410e-01 8.0749570e-01
8.6250807e-01 3.8246970e-01 4.7770170e-01 5.4882740e-01 6.2745010e-01 7.6588270e-01 8.0690150e-01
8.6284034e-01 3.8164080e-01 4.7688670e-01 5.4804330e-01 6.2678910e-01 7.6534300e-01 8.0649950e-01
8.6317150e-01 3.8081180e-01 4.7605850e-01 5.4727620e-01 6.2610490e-01 7.6478720e-01 8.0595060e-01
8.6350156e-01 3.7994960e-01 4.7522690e-01 5.4649720e-01 6.2543380e-01 7.6415250e-01 8.0549220e-01
8.6383051e-01 3.7910270e-01 4.7439570e-01 5.4571470e-01 6.2471600e-01 7.6356460e-01 8.0510310e-01
8.6415837e-01 3.7830670e-01 4.7356710e-01 5.4494260e-01 6.2406570e-01 7.6304840e-01 8.0456550e-01
8.6448513e-01 3.7745910e-01 4.7274880e-01 5.4417750e-01 6.2336550e-01 7.6241040e-01 8.0415340e-01
8.6481080e-01 3.7665330e-01 4.7191480e-01 5.4338910e-01 6.2267560e-01 7.6184290e-01 8.0360450e-01
8.6513536e-01 3.7580770e-01 4.7108980e-01 5.4261720e-01 6.2200780e-01 7.6123610e-01 8.0306690e-01
8.6545884e-01 3.7496010e-01 4.7024810e-01 5.4187390e-01 6.2136730e-01 7.6069650e-01 8.0268730e-01
8.6578122e-01 3.7414760e-01 4.6941550e-01 5.4109980e-01 6.2070800e-01 7.6004650e-01 8.0230060e-01
8.6610251e-01 3.7329580e-01 4.6860240e-01 5.4032850e-01 6.2001490e-01 7.5951210e-01 8.0176070e-01
8.6642270e-01 3.7247980e-01 4.6776140e-01 5.3952640e-01 6.1929580e-01 7.5886640e-01 8.0120240e-01
8.6674181e-01 3.7166250e-01 4.6693170e-01 5.3875510e-01 6.1861390e-01 7.5822950e-01 8.0067430e-01
8.6705983e-01 3.7082820e-01 4.6610570e-01 5.3799280e-01 6.1796930e-01 7.5771920e-01 8.0027430e-01
8.6737676e-01 3.6997560e-01 4.6526800e-01 5.3720200e-01 6.1726890e-01 7.5704470e-01 7.9973670e-01
8.6769261e-01 3.6916060e-01 4.6444050e-01 5.3645460e-01 6.1653020e-01 7.5655110e-01 7.9918780e-01
8.6800737e-01 3.6831210e-01 4.6359820e-01 5.3566070e-01 6.1586760e-01 7.5589740e-01 7.9872860e-01
8.6832105e-01 3.6749230e-01 4.6277500e-01 5.3487880e-01 6.1524090e-01 7.5532150e-01 7.9828070e-01
8.6863365e-01 3.6666360e-01 4.6193890e-01 5.3411350e-01 6.1445920e-01 7.5472100e-01 7.9790110e-01
8.6894516e-01 3.6582040e-01 4.6110110e-01 5.3328870e-01 6.1380190e-01 7.5411910e-01 7.9732760e-01
8.6925560e-01 3.6502410e-01 4.6027030e-01 5.3253050e-01 6.1311120e-01 7.5346360e-01 7.9673340e-01
8.6956495e-01 3.6417590e-01 4.5943200e-01 5.3173640e-01 6.1242890e-01 7.5285930e-01 7.9633560e-01
8.6987323e-01 3.6334860e-01 4.5860640e-01 5.3096740e-01 6.1170400e-01 7.5234330e-01 7.9576210e-01
8.7018043e-01 3.6253730e-01 4.5776690e-01 5.3018340e-01 6.1101730e-01 7.5163260e-01 7.9524850e-01
8.7048656e-01 3.6169850e-01 4.5694600e-01 5.2938850e-01 6.1035600e-01 7.5095670e-01 7.9485380e-01
8.7079161e-01 3.6090790e-01 4.5609630e-01 5.2864380e-01 6.0961670e-01 7.5044900e-01 7.9430350e-01
8.7109559e-01 3.6005140e-01 4.5525480e-01 5.2782030e-01 6.0896880e-01 7.4980250e-01 7.9370930e-01
8.7139849e-01 3.5919920e-01 4.5440950e-01 5.2706170e-01 6.0827190e-01 7.4913500e-01 7.9323550e-01
8.7170033e-01 3.5839420e-01 4.5359020e-01 5.2623460e-01 6.0754750e-01 7.4851500e-01 7.9262480e-01
8.7200109e-01 3.5754440e-01 4.5273760e-01 5.2548080e-01 6.0688970e-01 7.4789040e-01 7.9212730e-01
8.7230079e-01 3.5672270e-01 4.5189040e-01 5.2467500e-01 6.0615000e-01 7.4726180e-01 7.9181380e-01
8.7259942e-01 3.5590710e-01 4.5107220e-01 5.2388650e-01 6.0547330e-01 7.4659590e-01 7.9121960e-01
8.7289698e-01 3.5506090e-01 4.5022460e-01 5.2310580e-01 6.0474940e-01 7.4604430e-01 7.9072670e-01
8.7319348e-01 3.5425490e-01 4.4938450e-01 5.2230190e-01 6.0411770e-01 7.4532180e-01 7.9026810e-01
8.7348891e-01 3.5339630e-01 4.4853990e-01 5.2151100e-01 6.0336910e-01 7.4480920e-01 7.8973470e-01
8.7378328e-01 3.5257540e-01 4.4769590e-01 5.2071780e-01 6.0267910e-01 7.4405520e-01 7.8916120e-01
8.7407659e-01 3.5177260e-01 4.4686630e-01 5.1993820e-01 6.0198490e-01 7.4350360e-01 7.8862130e-01
8.7436884e-01 3.5093260e-01 4.4602370e-01 5.1912120e-01 6.0126700e-01 7.4283540e-01 7.8813510e-01
8.7466002e-01 3.5009710e-01 4.4517600e-01 5.1835960e-01 6.0057680e-01 7.4214940e-01 7.8765830e-01
8.7495015e-01 3.4928600e-01 4.4432690e-01 5.1753350e-01 5.9984340e-01 7.4154830e-01 7.8711840e-01
8.7523922e-01 3.4845730e-01 4.4348510e-01 5.1676170e-01 5.9913780e-01 7.4096450e-01 7.8656950e-01
8.7552723e-01 3.4762430e-01 4.4264370e-01 5.1593180e-01 5.9836410e-01 7.4029000e-01 7.8594320e-01
8.7581419e-01 3.4679500e-01 4.4179910e-01 5.1517010e-01 5.9772390e-01 7.3960860e-01 7.8543920e-01
8.7610009e-01 3.4595850e-01 4.4095440e-01 5.1434740e-01 5.9702800e-01 7.3894270e-01 7.8491010e-01
8.7638493e-01 3.4513240e-01 4.4009750e-01 5.1356040e-01 5.9625100e-01 7.3827550e-01 7.8436130e-01
8.7666873e-01 3.4429460e-01 4.3926380e-01 5.1274470e-01 5.9561590e-01 7.3769530e-01 7.8390200e-01
8.7695147e-01 3.4348490e-01 4.3841200e-01 5.1195300e-01 5.9479990e-01 7.3698600e-01 7.8340760e-01
8.7723316e-01 3.4264780e-01 4.3756030e-01 5.1112620e-01 5.9417690e-01 7.3635510e-01 7.8289460e-01
8.7751381e-01 3.4183560e-01 4.3671000e-01 5.1033830e-01 5.9336080e-01 7.3559180e-01 7.8235480e-01
8.7779340e-01 3.4100980e-01 4.3586840e-01 5.0953060e-01 5.9273780e-01 7.3500530e-01 7.8182560e-01
8.7807195e-01 3.4017010e-01 4.3501640e-01 5.0873350e-01 5.9195740e-01 7.3427920e-01 7.8117860e-01
8.7834945e-01 3.3935340e-01 4.3415870e-01 5.0795570e-01 5.9129710e-01 7.3364960e-01 7.8056280e-01
8.7862590e-01 3.3852270e-01 4.3331110e-01 5.0711880e-01 5.9054340e-01 7.3302330e-01 7.8007960e-01
8.7890131e-01 3.3769030e-01 4.3245510e-01 5.0632320e-01 5.8979020e-01 7.3232170e-01 7.7948530e-01
8.7917567e-01 3.3687740e-01 4.3161360e-01 5.0550840e-01 5.8908550e-01 7.3160270e-01 7.7893550e-01
8.7944900e-01 3.3602760e-01 4.3076310e-01 5.0471320e-01 5.8836600e-01 7.3093510e-01 7.7846170e-01
8.7972128e-01 3.3521570e-01 4.2991000e-01 5.0387870e-01 5.8764250e-01 7.3022610e-01 7.7786750e-01
8.7999252e-01 3.3441640e-01 4.2904650e-01 5.0308340e-01 5.8692700e-01 7.2961480e-01 7.7733540e-01
8.8026272e-01 3.3357520e-01 4.2820150e-01 5.0224940e-01 5.8620350e-01 7.2890330e-01 7.7676190e-01
8.8053188e-01 3.3276880e-01 4.2734090e-01 5.0145910e-01 5.8548180e-01 7.2817700e-01 7.7625100e-01
8.8080000e-01 3.3190340e-01 4.2648260e-01 5.0062750e-01 5.8477380e-01 7.2750270e-01 7.7565670e-01
8.8106709e-01 3.3108990e-01 4.2563110e-01 4.9982770e-01 5.8398840e-01 7.2679210e-01 7.7507710e-01
8.8133314e-01 3.3027710e-01 4.2475290e-01 4.9899300e-01 5.8325470e-01 7.2615550e-01 7.7453730e-01
8.8159815e-01 3.2943140e-01 4.2390080e-01 4.9819790e-01 5.8254940e-01 7.2544580e-01 7.7395510e-01
8.8186213e-01 3.2858380e-01 4.2303930e-01 4.9737650e-01 5.8181000e-01 7.2471730e-01 7.7336080e-01
8.8212508e-01 3.2779210e-01 4.2218750e-01 4.9655700e-01 5.8107850e-01 7.2400570e-01 7.7278730e-01
8.8238699e-01 3.2695210e-01 4.2133260e-01 4.9571720e-01 5.8032910e-01 7.2332060e-01 7.7224740e-01
8.8264788e-01 3.2614740e-01 4.2047090e-01 4.9490050e-01 5.7958340e-01 7.2259360e-01 7.7160090e-01
8.8290773e-01 3.2528880e-01 4.1961760e-01 4.9408330e-01 5.7884160e-01 7.2183120e-01 7.7103540e-01
8.8316655e-01 3.2445810e-01 4.1873520e-01 4.9325260e-01 5.7811530e-01 7.2115580e-01 7.7037430e-01
8.8342435e-01 3.2365470e-01 4.1787200e-01 4.9242140e-01 5.7735490e-01 7.2049110e-01 7.6987030e-01
8.8368111e-01 3.2280140e-01 4.1700930e-01 4.9159990e-01 5.7664020e-01 7.1976160e-01 7.6932570e-01
8.8393685e-01 3.2196000e-01 4.1614820e-01 4.9075470e-01 5.7583850e-01 7.1899920e-01 7.6873150e-01
8.8419157e-01 3.2116140e-01 4.1528670e-01 4.8994380e-01 5.7515070e-01 7.1827930e-01 7.6808450e-01
8.8444525e-01 3.2031040e-01 4.1441150e-01 4.8910140e-01 5.7433490e-01 7.1760160e-01 7.6752820e-01
8.8469792e-01 3.1952040e-01 4.1354150e-01 4.8828680e-01 5.7369360e-01 7.1683920e-01 7.6688780e-01
8.8494956e-01 3.1867830e-01 4.1267530e-01 4.8742910e-01 5.7283170e-01 7.1607590e-01 7.6633890e-01
8.8520018e-01 3.1783970e-01 4.1180810e-01 4.8662230e-01 5.7214260e-01 7.1539080e-01 7.6571130e-01
8.8544977e-01 3.1703960e-01 4.1094830e-01 4.8577890e-01 5.7139230e-01 7.1462750e-01 7.6517180e-01
8.8569835e-01 3.1620570e-01 4.1006580e-01 4.8495360e-01 5.7061040e-01 7.1386510e-01 7.6449690e-01
8.8594591e-01 3.1535200e-01 4.0919990e-01 4.8411090e-01 5.6985920e-01 7.1314880e-01 7.6381930e-01
8.8619244e-01 3.1453950e-01 4.0832110e-01 4.8327720e-01 5.6910330e-01 7.1238640e-01 7.6321770e-01
8.8643796e-01 3.1367830e-01 4.0744630e-01 4.8244130e-01 5.6836020e-01 7.1166650e-01 7.6269850e-01
8.8668246e-01 3.1285470e-01 4.0656990e-01 4.8159430e-01 5.6762900e-01 7.1082000e-01 7.6208780e-01
8.8692595e-01 3.1203840e-01 4.0568790e-01 4.8073800e-01 5.6679430e-01 7.1009150e-01 7.6149360e-01
8.8716842e-01 3.1121070e-01 4.0482250e-01 4.7990480e-01 5.6610110e-01 7.0932820e-01 7.6069850e-01
8.8740987e-01 3.1036120e-01 4.0393910e-01 4.7907200e-01 5.6532210e-01 7.0853800e-01 7.6014440e-01
8.8765031e-01 3.0956250e-01 4.0306960e-01 4.7819990e-01 5.6448120e-01 7.0777230e-01 7.5964990e-01
8.8788974e-01 3.0871260e-01 4.0219180e-01 4.7738440e-01 5.6381360e-01 7.0710410e-01 7.5900290e-01
8.8812815e-01 3.0787410e-01 4.0130210e-01 4.7651660e-01 5.6303990e-01 7.0634170e-01 7.5832530e-01
8.8836556e-01 3.0708320e-01 4.0043390e-01 4.7567280e-01 5.6219170e-01 7.0553980e-01 7.5767120e-01
8.8860195e-01 3.0622670e-01 3.9954000e-01 4.7482440e-01 5.6144230e-01 7.0472480e-01 7.5692650e-01
8.8883733e-01 3.0539660e-01 3.9865920e-01 4.7397660e-01 5.6070600e-01 7.0396250e-01 7.5638660e-01
8.8907170e-01 3.0457800e-01 3.9778620e-01 4.7311110e-01 5.5987810e-01 7.0317130e-01 7.5577080e-01
8.8930507e-01 3.0372160e-01 3.9688730e-01 4.7226510e-01 5.5913490e-01 7.0240800e-01 7.5524170e-01
8.8953742e-01 3.0289750e-01 3.9600800e-01 4.7141570e-01 5.5837670e-01 7.0158210e-01 7.5459470e-01
8.8976878e-01 3.0208870e-01 3.9512010e-01 4.7053920e-01 5.5748140e-01 7.0073800e-01 7.5398400e-01
8.8999912e-01 3.0123830e-01 3.9424900e-01 4.6969430e-01 5.5682400e-01 6.9997470e-01 7.5316410e-01
8.9022846e-01 3.0038730e-01 3.9334230e-01 4.6883210e-01 5.5602340e-01 6.9918450e-01 7.5251000e-01
8.9045679e-01 2.9959250e-01 3.9244480e-01 4.6795240e-01 5.5516660e-01 6.9842120e-01 7.5189930e-01
8.9068412e-01 2.9873780e-01 3.9157150e-01 4.6711970e-01 5.5446730e-01 6.9757470e-01 7.5123080e-01
8.9091045e-01 2.9791710e-01 3.9068100e-01 4.6623560e-01 5.5362360e-01 6.9680520e-01 7.5054300e-01
8.9113578e-01 2.9709470e-01 3.8978360e-01 4.6537070e-01 5.5286470e-01 6.9591430e-01 7.4998890e-01
8.9136010e-01 2.9622490e-01 3.8888090e-01 4.6451890e-01 5.5210340e-01 6.9515100e-01 7.4938600e-01
8.9158343e-01 2.9541060e-01 3.8799590e-01 4.6362310e-01 5.5120180e-01 6.9430450e-01 7.4864830e-01
8.9180575e-01 2.9456730e-01 3.8709280e-01 4.6276900e-01 5.5048750e-01 6.9350350e-01 7.4804180e-01
8.9202708e-01 2.9373250e-01 3.8618590e-01 4.6189950e-01 5.4969870e-01 6.9267610e-01 7.4723860e-01
8.9224740e-01 2.9288680e-01 3.8529920e-01 4.6103150e-01 5.4889800e-01 6.9177310e-01 7.4656520e-01
8.9246673e-01 2.9206750e-01 3.8440490e-01 4.6016000e-01 5.4814730e-01 6.9100050e-01 7.4596770e-01
8.9268507e-01 2.9123120e-01 3.8351430e-01 4.5928460e-01 5.4726180e-01 6.9018160e-01 7.4513240e-01
8.9290240e-01 2.9038690e-01 3.8259740e-01 4.5841310e-01 5.4650180e-01 6.8927100e-01 7.4448100e-01
8.9311874e-01 2.8953970e-01 3.8170450e-01 4.5751450e-01 5.4569950e-01 6.8845350e-01 7.4387440e-01
8.9333409e-01 2.8874590e-01 3.8079750e-01 4.5663910e-01 5.4483170e-01 6.8764000e-01 7.4321750e-01
8.9354844e-01 2.8789550e-01 3.7987990e-01 4.5576600e-01 5.4410260e-01 6.8676560e-01 7.4239780e-01
8.9376180e-01 2.8703860e-01 3.7897960e-01 4.5487320e-01 5.4330100e-01 6.8596700e-01 7.4172500e-01
8.9397417e-01 2.8619790e-01 3.7806520e-01 4.5397130e-01 5.4235090e-01 6.8508300e-01 7.4099880e-01
8.9418554e-01 2.8537470e-01 3.7715960e-01 4.5309910e-01 5.4165020e-01 6.8412980e-01 7.4032750e-01
8.9439592e-01 2.8453140e-01 3.7623970e-01 4.5220150e-01 5.4081920e-01 6.8329160e-01 7.3959920e-01
8.9460532e-01 2.8368880e-01 3.7532250e-01 4.5129950e-01 5.3997060e-01 6.8236300e-01 7.3894690e-01
8.9481372e-01 2.8282910e-01 3.7442150e-01 4.5041350e-01 5.3913770e-01 6.8155190e-01 7.3812530e-01
8.9502113e-01 2.8199070e-01 3.7348310e-01 4.4951010e-01 5.3833050e-01 6.8058470e-01 7.3745180e-01
8.9522756e-01 2.8115210e-01 3.7256100e-01 4.4861470e-01 5.3751170e-01 6.7977050e-01 7.3685220e-01
8.9543300e-01 2.8030930e-01 3.7164760e-01 4.4769710e-01 5.3667530e-01 6.7883990e-01 7.3601700e-01
8.9563745e-01 2.7945860e-01 3.7073550e-01 4.4679010e-01 5.3576430e-01 6.7794880e-01 7.3529290e-01
8.9584091e-01 2.7860970e-01 3.6980820e-01 4.4588840e-01 5.3498710e-01 6.7697570e-01 7.3455660e-01
8.9604339e-01 2.7775790e-01 3.6886270e-01 4.4498430e-01 5.3421990e-01 6.7608490e-01 7.3373540e-01
8.9624488e-01 2.7691850e-01 3.6794000e-01 4.4406350e-01 5.3329990e-01 6.7516350e-01 7.3302360e-01
8.9644539e-01 2.7604570e-01 3.6700150e-01 4.4313860e-01 5.3243690e-01 6.7421980e-01 7.3225470e-01
8.9664492e-01 2.7521400e-01 3.6607230e-01 4.4221320e-01 5.3155020e-01 6.7329000e-01 7.3144570e-01
8.9684346e-01 2.7435580e-01 3.6512660e-01 4.4130250e-01 5.3076410e-01 6.7236140e-01 7.3077240e-01
8.9704102e-01 2.7348900e-01 3.6418570e-01 4.4036230e-01 5.2987980e-01 6.7138650e-01 7.3004410e-01
8.9723760e-01 2.7264640e-01 3.6324120e-01 4.3944950e-01 5.2905270e-01 6.7044930e-01 7.2912620e-01
8.9743320e-01 2.7177690e-01 3.6229700e-01 4.3850030e-01 5.2813800e-01 6.6944140e-01 7.2839670e-01
8.9762781e-01 2.7089470e-01 3.6134040e-01 4.3757270e-01 5.2733600e-01 6.6853980e-01 7.2767110e-01
8.9782145e-01 2.7003720e-01 3.6038850e-01 4.3662950e-01 5.2647340e-01 6.6756790e-01 7.2678590e-01
8.9801411e-01 2.6918410e-01 3.5943860e-01 4.3569510e-01 5.2555820e-01 6.6656460e-01 7.2611040e-01
8.9820579e-01 2.6833020e-01 3.5850150e-01 4.3475000e-01 5.2464320e-01 6.6553780e-01 7.2522630e-01
8.9839649e-01 2.6747620e-01 3.5752530e-01 4.3379960e-01 5.2378590e-01 6.6455650e-01 7.2443330e-01
8.9858622e-01 2.6661810e-01 3.5656490e-01 4.3285010e-01 5.2292690e-01 6.6349810e-01 7.2351470e-01
8.9877496e-01 2.6574350e-01 3.5561020e-01 4.3188520e-01 5.2202010e-01 6.6256370e-01 7.2285120e-01
8.9896274e-01 2.6485140e-01 3.5463360e-01 4.3093990e-01 5.2116810e-01 6.6150620e-01 7.2181570e-01
8.9914953e-01 2.6397680e-01 3.5366570e-01 4.2997280e-01 5.2024510e-01 6.6048870e-01 7.2112390e-01
8.9933535e-01 2.6310200e-01 3.5269870e-01 4.2900820e-01 5.1930820e-01 6.5946100e-01 7.2023380e-01
8.9952020e-01 2.6223300e-01 3.5170740e-01 4.2803090e-01 5.1842260e-01 6.5849620e-01 7.1938290e-01
8.9970407e-01 2.6135140e-01 3.5073460e-01 4.2706170e-01 5.1747320e-01 6.5738600e-01 7.1852750e-01
8.9988697e-01 2.6049270e-01 3.4976200e-01 4.2607730e-01 5.1658230e-01 6.5628540e-01 7.1769830e-01
9.0006890e-01 2.5960390e-01 3.4876370e-01 4.2509830e-01 5.1565660e-01 6.5523760e-01 7.1685890e-01
9.0024986e-01 2.5872710e-01 3.4777240e-01 4.2411570e-01 5.1478920e-01 6.5417560e-01 7.1594730e-01
9.0042984e-01 2.5783400e-01 3.4678570e-01 4.2313070e-01 5.1384230e-01 6.5310170e-01 7.1511650e-01
9.0060886e-01 2.5693410e-01 3.4578050e-01 4.2213180e-01 5.1291860e-01 6.5196600e-01 7.1426170e-01
9.0078690e-01 2.5605060e-01 3.4480110e-01 4.2113930e-01 5.1197130e-01 6.5090150e-01 7.1336200e-01
9.0096398e-01 2.5516190e-01 3.4378100e-01 4.2013250e-01 5.1102030e-01 6.4983710e-01 7.1236920e-01
9.0114008e-01 2.5427530e-01 3.4278060e-01 4.1912480e-01 5.1009300e-01 6.4872600e-01 7.1147150e-01
9.0131522e-01 2.5338120e-01 3.4176470e-01 4.1811640e-01 5.0916520e-01 6.4749870e-01 7.1058000e-01
9.0148939e-01 2.5246810e-01 3.4075000e-01 4.1710910e-01 5.0821800e-01 6.4639950e-01 7.0981030e-01
9.0166259e-01 2.5157650e-01 3.3974390e-01 4.1609220e-01 5.0726040e-01 6.4529860e-01 7.0875030e-01
9.0183483e-01 2.5067530e-01 3.3871180e-01 4.1506510e-01 5.0628150e-01 6.4412670e-01 7.0787090e-01
9.0200610e-01 2.4975910e-01 3.3769110e-01 4.1403590e-01 5.0532000e-01 6.4288190e-01 7.0696940e-01
9.0217640e-01 2.4887730e-01 3.3666300e-01 4.1300880e-01 5.0435020e-01 6.4173310e-01 7.0586830e-01
9.0234574e-01 2.4796860e-01 3.3562660e-01 4.1196860e-01 5.0335040e-01 6.4055060e-01 7.0495410e-01
9.0251411e-01 2.4704730e-01 3.3460060e-01 4.1093220e-01 5.0239010e-01 6.3936720e-01 7.0400100e-01
9.0268153e-01 2.4613960e-01 3.3354440e-01 4.0988480e-01 5.0142080e-01 6.3822310e-01 7.0311260e-01
9.0284797e-01 2.4523050e-01 3.3249890e-01 4.0882730e-01 5.0036800e-01 6.3702250e-01 7.0206190e-01
9.0301346e-01 2.4428770e-01 3.3146800e-01 4.0778240e-01 4.9937130e-01 6.3576640e-01 7.0096980e-01
9.0317798e-01 2.4337230e-01 3.3041090e-01 4.0671640e-01 4.9837700e-01 6.3458390e-01 7.0011520e-01
9.0334154e-01 2.4245780e-01 3.2935090e-01 4.0565940e-01 4.9739770e-01 6.3330280e-01 6.9902070e-01
9.0350414e-01 2.4152700e-01 3.2829240e-01 4.0458430e-01 4.9638280e-01 6.3206130e-01 6.9801980e-01
9.0366577e-01 2.4061760e-01 3.2722590e-01 4.0351250e-01 4.9541160e-01 6.3071240e-01 6.9695910e-01
9.0382645e-01 2.3966670e-01 3.2615600e-01 4.0243260e-01 4.9436580e-01 6.2952200e-01 6.9598800e-01
9.0398617e-01 2.3872250e-01 3.2507900e-01 4.0135360e-01 4.9335250e-01 6.2820090e-01 6.9500240e-01
9.0414493e-01 2.3780140e-01 3.2400340e-01 4.0025880e-01 4.9230570e-01 6.2689420e-01 6.9384850e-01
9.0430273e-01 2.3686690e-01 3.2292430e-01 3.9916210e-01 4.9122490e-01 6.2565870e-01 6.9282670e-01
9.0445957e-01 2.3589320e-01 3.2183840e-01 3.9806080e-01 4.9016710e-01 6.2434850e-01 6.9180370e-01
9.0461545e-01 2.3498280e-01 3.2074550e-01 3.9695410e-01 4.8915530e-01 6.2294100e-01 6.9077730e-01
9.0477038e-01 2.3401940e-01 3.1965240e-01 3.9584690e-01 4.8815440e-01 6.2165530e-01 6.8955100e-01
9.0492435e-01 2.3307010e-01 3.1855260e-01 3.9473390e-01 4.8707330e-01 6.2031130e-01 6.8848480e-01
9.0507736e-01 2.3210750e-01 3.1744430e-01 3.9359960e-01 4.8592990e-01 6.1899250e-01 6.8742050e-01
9.0522942e-01 2.3115200e-01 3.1632720e-01 3.9247860e-01 4.8491640e-01 6.1754640e-01 6.8634020e-01
9.0538052e-01 2.3018650e-01 3.1521630e-01 3.9133660e-01 4.8379790e-01 6.1615790e-01 6.8524550e-01
9.0553067e-01 2.2923340e-01 3.1408200e-01 3.9019930e-01 4.8272860e-01 6.1477590e-01 6.8412620e-01
9.0567986e-01 2.2826150e-01 3.1296120e-01 3.8904270e-01 4.8161790e-01 6.1329560e-01 6.8298080e-01
9.0582810e-01 2.2729150e-01 3.1181830e-01 3.8788540e-01 4.8051270e-01 6.1186510e-01 6.8176240e-01
9.0597539e-01 2.2626780e-01 3.1066840e-01 3.8671410e-01 4.7938340e-01 6.1037780e-01 6.8058940e-01
9.0612172e-01 2.2531070e-01 3.0952130e-01 3.8553690e-01 4.7827680e-01 6.0892340e-01 6.7949020e-01
9.0626710e-01 2.2431690e-01 3.0836620e-01 3.8434560e-01 4.7714860e-01 6.0744180e-01 6.7822330e-01
9.0641153e-01 2.2331460e-01 3.0718570e-01 3.8315380e-01 4.7600140e-01 6.0586960e-01 6.7687360e-01
9.0655500e-01 2.2231300e-01 3.0600550e-01 3.8194470e-01 4.7483660e-01 6.0428720e-01 6.7567600e-01
9.0669753e-01 2.2130740e-01 3.0481930e-01 3.8072270e-01 4.7362730e-01 6.0264110e-01 6.7435160e-01
9.0683910e-01 2.2029080e-01 3.0361950e-01 3.7949670e-01 4.7249670e-01 6.0101870e-01 6.7307730e-01
9.0697973e-01 2.1928280e-01 3.0240430e-01 3.7824590e-01 4.7123600e-01 5.9938110e-01 6.7164860e-01
9.0711940e-01 2.1825130e-01 3.0119490e-01 3.7699900e-01 4.7010170e-01 5.9775460e-01 6.7036970e-01
9.0725813e-01 2.1721180e-01 2.9996140e-01 3.7572680e-01 4.6883080e-01 5.9592150e-01 6.6890030e-01
9.0739590e-01 2.1615720e-01 2.9869920e-01 3.7444450e-01 4.6762090e-01 5.9425740e-01 6.6761940e-01
9.0753273e-01 2.1509850e-01 2.9746110e-01 3.7315860e-01 4.6634740e-01 5.9238620e-01 6.6609410e-01
9.0766861e-01 2.1403930e-01 2.9617880e-01 3.7184860e-01 4.6512300e-01 5.9057250e-01 6.6472190e-01
9.0780354e-01 2.1297930e-01 2.9491730e-01 3.7052730e-01 4.6383690e-01 5.8872910e-01 6.6317360e-01
9.0793753e-01 2.1190620e-01 2.9362030e-01 3.6918730e-01 4.6252750e-01 5.8677910e-01 6.6165340e-01
9.0807057e-01 2.1078440e-01 2.9231100e-01 3.6782530e-01 4.6121280e-01 5.8482150e-01 6.5997540e-01
9.0820266e-01 2.0971530e-01 2.9098600e-01 3.6646050e-01 4.5985800e-01 5.8282590e-01 6.5849420e-01
9.0833380e-01 2.0860310e-01 2.8964820e-01 3.6507490e-01 4.5855330e-01 5.8077410e-01 6.5687390e-01
9.0846400e-01 2.0751100e-01 2.8829840e-01 3.6368130e-01 4.5717240e-01 5.7873290e-01 6.5523660e-01
9.0859326e-01 2.0636090e-01 2.8693830e-01 3.6225610e-01 4.5578950e-01 5.7650780e-01 6.5345920e-01
9.0872157e-01 2.0523740e-01 2.8556630e-01 3.6081930e-01 4.5442100e-01 5.7438570e-01 6.5166490e-01
9.0884894e-01 2.0407180e-01 2.8416920e-01 3.5937110e-01 4.5300520e-01 5.7214460e-01 6.4995460e-01
9.0897536e-01 2.0292490e-01 2.8275580e-01 3.5789780e-01 4.5156680e-01 5.6982070e-01 6.4808050e-01
9.0910084e-01 2.0175110e-01 2.8134750e-01 3.5641480e-01 4.5012190e-01 5.6749770e-01 6.4625110e-01
9.0922537e-01 2.0058450e-01 2.7990230e-01 3.5490290e-01 4.4866180e-01 5.6505900e-01 6.4437490e-01
9.0934896e-01 1.9938510e-01 2.7841990e-01 3.5336660e-01 4.4709520e-01 5.6271460e-01 6.4230540e-01
9.0947161e-01 1.9817440e-01 2.7695400e-01 3.5181380e-01 4.4560060e-01 5.6018220e-01 6.4035930e-01
9.0959332e-01 1.9695580e-01 2.7543510e-01 3.5023100e-01 4.4406050e-01 5.5755320e-01 6.3827210e-01
9.0971409e-01 1.9572560e-01 2.7391420e-01 3.4862530e-01 4.4248530e-01 5.5477750e-01 6.3613620e-01
9.0983391e-01 1.9446980e-01 2.7235090e-01 3.4698730e-01 4.4088110e-01 5.5204640e-01 6.3397450e-01
9.0995280e-01 1.9319440e-01 2.7077000e-01 3.4532500e-01 4.3925780e-01 5.4909950e-01 6.3157640e-01
9.1007074e-01 1.9192050e-01 2.6916730e-01 3.4362340e-01 4.3756300e-01 5.4611830e-01 6.2930210e-01
9.1018775e-01 1.9060660e-01 2.6752060e-01 3.4188740e-01 4.3586500e-01 5.4286170e-01 6.2675130e-01
9.1030381e-01 1.8926570e-01 2.6586530e-01 3.4012240e-01 4.3413430e-01 5.3966940e-01 6.2410800e-01
9.1041893e-01 1.8790950e-01 2.6413240e-01 3.3830780e-01 4.3235060e-01 5.3626010e-01 6.2126400e-01
9.1053312e-01 1.8654370e-01 2.6240660e-01 3.3646250e-01 4.3050410e-01 5.3275490e-01 6.1856120e-01
9.1064637e-01 1.8512970e-01 2.6060450e-01 3.3455320e-01 4.2862700e-01 5.2903720e-01 6.1555070e-01
