   r(mas)        I/I0_B        I/I0_V        I/I0_R        I/I0_I        I/I0_H        I/I0_K
2.8347812e-01 7.7514790e-01 8.2550130e-01 8.5530850e-01 8.8453310e-01 9.4022360e-01 9.5007110e-01
2.8404184e-01 7.7414390e-01 8.2470230e-01 8.5457320e-01 8.8398610e-01 9.3991880e-01 9.4986280e-01
2.8460372e-01 7.7320460e-01 8.2383410e-01 8.5387120e-01 8.8341940e-01 9.3959200e-01 9.4952150e-01
2.8516377e-01 7.7221650e-01 8.2310860e-01 8.5325100e-01 8.8287160e-01 9.3929560e-01 9.4934290e-01
2.8572201e-01 7.7124640e-01 8.2231700e-01 8.5268020e-01 8.8238530e-01 9.3896240e-01 9.4892650e-01
2.8627844e-01 7.7025730e-01 8.2148220e-01 8.5200400e-01 8.8187030e-01 9.3872800e-01 9.4878380e-01
2.8683308e-01 7.6928990e-01 8.2076150e-01 8.5136200e-01 8.8136750e-01 9.3853150e-01 9.4853020e-01
2.8738593e-01 7.6832690e-01 8.1980490e-01 8.5061350e-01 8.8085530e-01 9.3815030e-01 9.4831500e-01
2.8793701e-01 7.6731580e-01 8.1904740e-01 8.4995330e-01 8.8027600e-01 9.3781170e-01 9.4805240e-01
2.8848632e-01 7.6637240e-01 8.1832090e-01 8.4929850e-01 8.7962350e-01 9.3750920e-01 9.4785600e-01
2.8903388e-01 7.6535880e-01 8.1756680e-01 8.4863820e-01 8.7909730e-01 9.3723410e-01 9.4750280e-01
2.8957970e-01 7.6441630e-01 8.1683850e-01 8.4804600e-01 8.7860550e-01 9.3688970e-01 9.4734010e-01
2.9012378e-01 7.6342850e-01 8.1596060e-01 8.4725240e-01 8.7811750e-01 9.3666080e-01 9.4704990e-01
2.9066614e-01 7.6246960e-01 8.1517970e-01 8.4666450e-01 8.7763750e-01 9.3633050e-01 9.4682650e-01
2.9120678e-01 7.6150320e-01 8.1443950e-01 8.4601820e-01 8.7708910e-01 9.3607630e-01 9.4659650e-01
2.9174572e-01 7.6049830e-01 8.1365980e-01 8.4526720e-01 8.7650250e-01 9.3577250e-01 9.4625210e-01
2.9228296e-01 7.5954160e-01 8.1293540e-01 8.4466980e-01 8.7593240e-01 9.3539970e-01 9.4616210e-01
2.9281851e-01 7.5856260e-01 8.1209580e-01 8.4402730e-01 8.7535560e-01 9.3507030e-01 9.4585370e-01
2.9335239e-01 7.5761120e-01 8.1132410e-01 8.4333730e-01 8.7486990e-01 9.3476210e-01 9.4558780e-01
2.9388460e-01 7.5663270e-01 8.1057920e-01 8.4267270e-01 8.7438950e-01 9.3459840e-01 9.4530410e-01
2.9441515e-01 7.5562240e-01 8.0975870e-01 8.4195900e-01 8.7376930e-01 9.3426900e-01 9.4504710e-01
2.9494405e-01 7.5465320e-01 8.0895080e-01 8.4129790e-01 8.7321990e-01 9.3392090e-01 9.4490930e-01
2.9547131e-01 7.5366580e-01 8.0801580e-01 8.4065460e-01 8.7271420e-01 9.3358220e-01 9.4455840e-01
2.9599694e-01 7.5269940e-01 8.0723940e-01 8.4001790e-01 8.7223420e-01 9.3328330e-01 9.4436860e-01
2.9652094e-01 7.5173920e-01 8.0649560e-01 8.3933750e-01 8.7165890e-01 9.3302450e-01 9.4402010e-01
2.9704333e-01 7.5074930e-01 8.0575310e-01 8.3865790e-01 8.7112360e-01 9.3268900e-01 9.4383450e-01
2.9756411e-01 7.4978820e-01 8.0495970e-01 8.3795400e-01 8.7048280e-01 9.3238670e-01 9.4356080e-01
2.9808329e-01 7.4882610e-01 8.0420760e-01 8.3732480e-01 8.6994720e-01 9.3212900e-01 9.4330560e-01
2.9860089e-01 7.4785800e-01 8.0338180e-01 8.3671910e-01 8.6946720e-01 9.3181140e-01 9.4304490e-01
2.9911690e-01 7.4685390e-01 8.0250580e-01 8.3597360e-01 8.6894750e-01 9.3147280e-01 9.4280090e-01
2.9963134e-01 7.4590040e-01 8.0178920e-01 8.3534190e-01 8.6841570e-01 9.3117030e-01 9.4265770e-01
3.0014421e-01 7.4491680e-01 8.0103560e-01 8.3464200e-01 8.6786930e-01 9.3087850e-01 9.4222660e-01
3.0065552e-01 7.4399220e-01 8.0021470e-01 8.3396290e-01 8.6725760e-01 9.3055080e-01 9.4210060e-01
3.0116529e-01 7.4298420e-01 7.9949680e-01 8.3334610e-01 8.6672810e-01 9.3028230e-01 9.4175620e-01
3.0167351e-01 7.4204800e-01 7.9866760e-01 8.3262640e-01 8.6622590e-01 9.2992900e-01 9.4156220e-01
3.0218020e-01 7.4106400e-01 7.9794150e-01 8.3197770e-01 8.6568930e-01 9.2959880e-01 9.4127650e-01
3.0268537e-01 7.4010750e-01 7.9720010e-01 8.3129550e-01 8.6517430e-01 9.2933810e-01 9.4101260e-01
3.0318901e-01 7.3912230e-01 7.9635400e-01 8.3064740e-01 8.6457980e-01 9.2905380e-01 9.4076660e-01
3.0369115e-01 7.3813400e-01 7.9556050e-01 8.3000700e-01 8.6405970e-01 9.2870940e-01 9.4053290e-01
3.0419178e-01 7.3719480e-01 7.9468160e-01 8.2935690e-01 8.6350240e-01 9.2841390e-01 9.4025230e-01
3.0469091e-01 7.3622250e-01 7.9388210e-01 8.2860330e-01 8.6294020e-01 9.2807530e-01 9.4003780e-01
3.0518856e-01 7.3523220e-01 7.9311020e-01 8.2800150e-01 8.6243420e-01 9.2773880e-01 9.3975710e-01
3.0568472e-01 7.3424820e-01 7.9232920e-01 8.2726460e-01 8.6189530e-01 9.2754330e-01 9.3947870e-01
3.0617941e-01 7.3332160e-01 7.9156890e-01 8.2662330e-01 8.6129050e-01 9.2716120e-01 9.3922720e-01
3.0667264e-01 7.3232420e-01 7.9083810e-01 8.2601780e-01 8.6077650e-01 9.2682260e-01 9.3898350e-01
3.0716440e-01 7.3139340e-01 7.9000130e-01 8.2524850e-01 8.6023710e-01 9.2655160e-01 9.3863220e-01
3.0765471e-01 7.3040030e-01 7.8920970e-01 8.2467780e-01 8.5975710e-01 9.2624920e-01 9.3840920e-01
3.0814357e-01 7.2945700e-01 7.8839180e-01 8.2390460e-01 8.5914780e-01 9.2592240e-01 9.3825210e-01
3.0863100e-01 7.2847430e-01 7.8763620e-01 8.2325460e-01 8.5851620e-01 9.2566330e-01 9.3795580e-01
3.0911699e-01 7.2751900e-01 7.8691060e-01 8.2261390e-01 8.5800170e-01 9.2531750e-01 9.3767780e-01
3.0960156e-01 7.2653820e-01 7.8605110e-01 8.2192040e-01 8.5749910e-01 9.2498820e-01 9.3747800e-01
3.1008470e-01 7.2560290e-01 7.8522570e-01 8.2122560e-01 8.5697270e-01 9.2464000e-01 9.3708280e-01
3.1056644e-01 7.2461110e-01 7.8437720e-01 8.2057110e-01 8.5643420e-01 9.2435570e-01 9.3698710e-01
3.1104677e-01 7.2366990e-01 7.8361780e-01 8.1992670e-01 8.5594020e-01 9.2401220e-01 9.3654860e-01
3.1152570e-01 7.2268430e-01 7.8281260e-01 8.1924620e-01 8.5523140e-01 9.2371570e-01 9.3647120e-01
3.1200324e-01 7.2175490e-01 7.8209690e-01 8.1863580e-01 8.5471900e-01 9.2341800e-01 9.3611010e-01
3.1247939e-01 7.2075310e-01 7.8126730e-01 8.1787670e-01 8.5423890e-01 9.2308030e-01 9.3588420e-01
3.1295416e-01 7.1979810e-01 7.8045790e-01 8.1722110e-01 8.5365950e-01 9.2278650e-01 9.3559580e-01
3.1342755e-01 7.1885610e-01 7.7970420e-01 8.1655370e-01 8.5315730e-01 9.2250170e-01 9.3540980e-01
3.1389958e-01 7.1784600e-01 7.7895770e-01 8.1588510e-01 8.5257800e-01 9.2212060e-01 9.3500080e-01
3.1437025e-01 7.1691060e-01 7.7822390e-01 8.1525370e-01 8.5199380e-01 9.2178200e-01 9.3485070e-01
3.1483956e-01 7.1594960e-01 7.7733640e-01 8.1452920e-01 8.5144740e-01 9.2150020e-01 9.3460450e-01
3.1530753e-01 7.1498200e-01 7.7651080e-01 8.1385770e-01 8.5088860e-01 9.2121560e-01 9.3425560e-01
3.1577414e-01 7.1402710e-01 7.7575940e-01 8.1316660e-01 8.5037870e-01 9.2088780e-01 9.3413620e-01
3.1623943e-01 7.1304800e-01 7.7497780e-01 8.1254050e-01 8.4983030e-01 9.2058400e-01 9.3371500e-01
3.1670338e-01 7.1212210e-01 7.7419030e-01 8.1183800e-01 8.4926490e-01 9.2020190e-01 9.3357710e-01
3.1716600e-01 7.1113440e-01 7.7337630e-01 8.1112700e-01 8.4873080e-01 9.1991030e-01 9.3324700e-01
3.1762731e-01 7.1017150e-01 7.7257440e-01 8.1050470e-01 8.4818560e-01 9.1959930e-01 9.3298210e-01
3.1808730e-01 7.0922980e-01 7.7182700e-01 8.0980170e-01 8.4761250e-01 9.1931510e-01 9.3279550e-01
3.1854598e-01 7.0825570e-01 7.7108270e-01 8.0916590e-01 8.4710030e-01 9.1897870e-01 9.3250760e-01
3.1900336e-01 7.0730210e-01 7.7026490e-01 8.0851430e-01 8.4651790e-01 9.1872310e-01 9.3223640e-01
3.1945944e-01 7.0636650e-01 7.6942300e-01 8.0779920e-01 8.4600710e-01 9.1834100e-01 9.3192060e-01
3.1991423e-01 7.0537790e-01 7.6856210e-01 8.0713770e-01 8.4546570e-01 9.1800240e-01 9.3171650e-01
3.2036774e-01 7.0440920e-01 7.6782560e-01 8.0645610e-01 8.4492340e-01 9.1762120e-01 9.3132550e-01
3.2081996e-01 7.0347800e-01 7.6708170e-01 8.0577990e-01 8.4432220e-01 9.1732740e-01 9.3116690e-01
3.2127091e-01 7.0251130e-01 7.6627460e-01 8.0510830e-01 8.4369690e-01 9.1699710e-01 9.3090430e-01
3.2172059e-01 7.0153610e-01 7.6548340e-01 8.0445630e-01 8.4318500e-01 9.1670510e-01 9.3063270e-01
3.2216900e-01 7.0059940e-01 7.6468100e-01 8.0370850e-01 8.4264230e-01 9.1635690e-01 9.3035470e-01
3.2261616e-01 6.9962440e-01 7.6393710e-01 8.0306010e-01 8.4216180e-01 9.1601110e-01 9.3011280e-01
3.2306206e-01 6.9868970e-01 7.6308610e-01 8.0236380e-01 8.4166630e-01 9.1574830e-01 9.2975970e-01
3.2350671e-01 6.9777010e-01 7.6233150e-01 8.0173260e-01 8.4105410e-01 9.1549200e-01 9.2955370e-01
3.2395012e-01 6.9676510e-01 7.6158250e-01 8.0109230e-01 8.4037960e-01 9.1515340e-01 9.2932700e-01
3.2439228e-01 6.9582740e-01 7.6075150e-01 8.0034480e-01 8.3985120e-01 9.1477230e-01 9.2901610e-01
3.2483322e-01 6.9487900e-01 7.5990960e-01 7.9968770e-01 8.3930750e-01 9.1445120e-01 9.2878640e-01
3.2527293e-01 6.9392700e-01 7.5911730e-01 7.9900760e-01 8.3881150e-01 9.1414870e-01 9.2852100e-01
3.2571141e-01 6.9293710e-01 7.5835590e-01 7.9832300e-01 8.3822920e-01 9.1381100e-01 9.2827270e-01
3.2614867e-01 6.9199040e-01 7.5762500e-01 7.9767690e-01 8.3774880e-01 9.1348330e-01 9.2804130e-01
3.2658473e-01 6.9105480e-01 7.5678110e-01 7.9700450e-01 8.3720400e-01 9.1313510e-01 9.2769840e-01
3.2701957e-01 6.9011700e-01 7.5597910e-01 7.9635400e-01 8.3654730e-01 9.1280570e-01 9.2737920e-01
3.2745321e-01 6.8916070e-01 7.5515940e-01 7.9563470e-01 8.3601180e-01 9.1250340e-01 9.2714130e-01
3.2788564e-01 6.8819320e-01 7.5441890e-01 7.9494040e-01 8.3538210e-01 9.1215900e-01 9.2688630e-01
3.2831689e-01 6.8726990e-01 7.5366470e-01 7.9425790e-01 8.3489590e-01 9.1181170e-01 9.2662550e-01
3.2874694e-01 6.8628230e-01 7.5288300e-01 7.9362530e-01 8.3438430e-01 9.1153570e-01 9.2634570e-01
3.2917581e-01 6.8533500e-01 7.5200440e-01 7.9292460e-01 8.3389910e-01 9.1119930e-01 9.2610460e-01
3.2960350e-01 6.8443790e-01 7.5122080e-01 7.9228900e-01 8.3332500e-01 9.1093420e-01 9.2575060e-01
3.3003001e-01 6.8342550e-01 7.5037220e-01 7.9150620e-01 8.3266180e-01 9.1055210e-01 9.2554550e-01
3.3045535e-01 6.8250800e-01 7.4964380e-01 7.9086870e-01 8.3207380e-01 9.1017000e-01 9.2513910e-01
3.3087952e-01 6.8154160e-01 7.4890330e-01 7.9027360e-01 8.3156230e-01 9.0984070e-01 9.2500490e-01
3.3130253e-01 6.8059310e-01 7.4804660e-01 7.8950850e-01 8.3107710e-01 9.0949250e-01 9.2475190e-01
3.3172439e-01 6.7963830e-01 7.4731950e-01 7.8886710e-01 8.3059090e-01 9.0920820e-01 9.2440990e-01
3.3214509e-01 6.7871400e-01 7.4650610e-01 7.8816620e-01 8.2990110e-01 9.0882380e-01 9.2424720e-01
3.3256464e-01 6.7776520e-01 7.4574980e-01 7.8751570e-01 8.2936190e-01 9.0852830e-01 9.2381910e-01
3.3298304e-01 6.7680520e-01 7.4499260e-01 7.8685390e-01 8.2881700e-01 9.0819190e-01 9.2367850e-01
3.3340031e-01 6.7586220e-01 7.4409700e-01 7.8611070e-01 8.2823200e-01 9.0792720e-01 9.2333040e-01
3.3381643e-01 6.7492140e-01 7.4328370e-01 7.8547650e-01 8.2771690e-01 9.0754610e-01 9.2310420e-01
3.3423143e-01 6.7397740e-01 7.4254240e-01 7.8483880e-01 8.2710890e-01 9.0725220e-01 9.2278980e-01
3.3464530e-01 6.7305410e-01 7.4173740e-01 7.8414640e-01 8.2651560e-01 9.0692190e-01 9.2253810e-01
3.3505804e-01 6.7209000e-01 7.4092810e-01 7.8339840e-01 8.2602710e-01 9.0654070e-01 9.2218440e-01
3.3546967e-01 6.7111550e-01 7.4013450e-01 7.8268310e-01 8.2553530e-01 9.0620210e-01 9.2199750e-01
3.3588018e-01 6.7019980e-01 7.3940300e-01 7.8209030e-01 8.2493080e-01 9.0585390e-01 9.2158940e-01
3.3628958e-01 6.6924060e-01 7.3865250e-01 7.8146900e-01 8.2433620e-01 9.0547280e-01 9.2148410e-01
3.3669787e-01 6.6831710e-01 7.3782450e-01 7.8071980e-01 8.2375320e-01 9.0514250e-01 9.2112050e-01
3.3710506e-01 6.6736030e-01 7.3698660e-01 7.8000540e-01 8.2320730e-01 9.0484000e-01 9.2092500e-01
3.3751115e-01 6.6643370e-01 7.3618600e-01 7.7929360e-01 8.2270000e-01 9.0455660e-01 9.2050900e-01
3.3791614e-01 6.6546470e-01 7.3545110e-01 7.7869050e-01 8.2210630e-01 9.0417450e-01 9.2032990e-01
3.3832004e-01 6.6451790e-01 7.3461950e-01 7.7804570e-01 8.2156080e-01 9.0379250e-01 9.1999560e-01
3.3872286e-01 6.6360090e-01 7.3381710e-01 7.7724380e-01 8.2097600e-01 9.0349610e-01 9.1983470e-01
3.3912459e-01 6.6266960e-01 7.3308410e-01 7.7665480e-01 8.2044980e-01 9.0311490e-01 9.1940050e-01
3.3952524e-01 6.6169140e-01 7.3222720e-01 7.7591190e-01 8.1990390e-01 9.0285260e-01 9.1919110e-01
3.3992481e-01 6.6075420e-01 7.3142510e-01 7.7530140e-01 8.1928420e-01 9.0247050e-01 9.1894130e-01
3.4032332e-01 6.5984620e-01 7.3065130e-01 7.7460320e-01 8.1877270e-01 9.0217760e-01 9.1859600e-01
3.4072075e-01 6.5889380e-01 7.2987660e-01 7.7385490e-01 8.1820680e-01 9.0184730e-01 9.1844770e-01
3.4111712e-01 6.5796040e-01 7.2913530e-01 7.7326630e-01 8.1764120e-01 9.0150150e-01 9.1799490e-01
3.4151243e-01 6.5701320e-01 7.2831950e-01 7.7258920e-01 8.1710920e-01 9.0116380e-01 9.1783620e-01
3.4190668e-01 6.5604940e-01 7.2747930e-01 7.7178520e-01 8.1640470e-01 9.0086130e-01 9.1763560e-01
3.4229988e-01 6.5513350e-01 7.2670200e-01 7.7113640e-01 8.1592240e-01 9.0047920e-01 9.1718830e-01
3.4269203e-01 6.5418560e-01 7.2593930e-01 7.7048300e-01 8.1539700e-01 9.0009710e-01 9.1704050e-01
3.4308313e-01 6.5324680e-01 7.2513050e-01 7.6984610e-01 8.1487920e-01 8.9976780e-01 9.1664770e-01
3.4347319e-01 6.5232840e-01 7.2430020e-01 7.6908550e-01 8.1420560e-01 8.9951740e-01 9.1642900e-01
3.4386221e-01 6.5140710e-01 7.2356960e-01 7.6844760e-01 8.1368890e-01 8.9913530e-01 9.1617970e-01
3.4425020e-01 6.5042330e-01 7.2270790e-01 7.6771450e-01 8.1312500e-01 8.9875410e-01 9.1583400e-01
3.4463715e-01 6.4949330e-01 7.2195230e-01 7.6709560e-01 8.1259870e-01 8.9837210e-01 9.1560410e-01
3.4502307e-01 6.4857740e-01 7.2120850e-01 7.6643760e-01 8.1209250e-01 8.9807340e-01 9.1526120e-01
3.4540797e-01 6.4763280e-01 7.2039800e-01 7.6568240e-01 8.1143700e-01 8.9769220e-01 9.1494210e-01
3.4579185e-01 6.4668980e-01 7.1961990e-01 7.6502200e-01 8.1084190e-01 8.9735360e-01 9.1477250e-01
3.4617470e-01 6.4577210e-01 7.1877640e-01 7.6435660e-01 8.1035560e-01 8.9697150e-01 9.1442220e-01
3.4655655e-01 6.4481120e-01 7.1796280e-01 7.6368020e-01 8.0977660e-01 8.9662330e-01 9.1416100e-01
3.4693738e-01 6.4389700e-01 7.1718960e-01 7.6292610e-01 8.0911290e-01 8.9628720e-01 9.1385350e-01
3.4731720e-01 6.4293080e-01 7.1640190e-01 7.6229390e-01 8.0859850e-01 8.9600260e-01 9.1360190e-01
3.4769602e-01 6.4199360e-01 7.1561870e-01 7.6161780e-01 8.0807170e-01 8.9566400e-01 9.1330380e-01
3.4807383e-01 6.4107480e-01 7.1486990e-01 7.6094730e-01 8.0750670e-01 8.9531670e-01 9.1308200e-01
3.4845065e-01 6.4015150e-01 7.1406840e-01 7.6022790e-01 8.0697860e-01 8.9493460e-01 9.1269230e-01
3.4882647e-01 6.3922580e-01 7.1319360e-01 7.5950860e-01 8.0627920e-01 8.9455260e-01 9.1242000e-01
3.4920130e-01 6.3828330e-01 7.1238310e-01 7.5886450e-01 8.0579880e-01 8.9420810e-01 9.1217890e-01
3.4957514e-01 6.3735090e-01 7.1163210e-01 7.5816890e-01 8.0524830e-01 8.9391260e-01 9.1181750e-01
3.4994800e-01 6.3642510e-01 7.1087010e-01 7.5751130e-01 8.0476830e-01 8.9357400e-01 9.1167430e-01
3.5031987e-01 6.3548700e-01 7.1007860e-01 7.5675110e-01 8.0402410e-01 8.9319190e-01 9.1122670e-01
3.5069076e-01 6.3458500e-01 7.0923640e-01 7.5608330e-01 8.0345210e-01 8.9286510e-01 9.1107920e-01
3.5106068e-01 6.3363470e-01 7.0846200e-01 7.5543380e-01 8.0296360e-01 8.9248300e-01 9.1068610e-01
3.5142962e-01 6.3269430e-01 7.0770080e-01 7.5473290e-01 8.0246040e-01 8.9213250e-01 9.1046030e-01
3.5179760e-01 6.3176110e-01 7.0685720e-01 7.5402770e-01 8.0185910e-01 8.9180230e-01 9.1015190e-01
3.5216460e-01 6.3084130e-01 7.0610370e-01 7.5341020e-01 8.0131070e-01 8.9146460e-01 9.0981890e-01
3.5253064e-01 6.2991230e-01 7.0530890e-01 7.5266670e-01 8.0066010e-01 8.9108250e-01 9.0955690e-01
3.5289572e-01 6.2896660e-01 7.0447160e-01 7.5198980e-01 8.0011460e-01 8.9073430e-01 9.0927830e-01
3.5325984e-01 6.2804140e-01 7.0369300e-01 7.5126780e-01 7.9954910e-01 8.9035220e-01 9.0899460e-01
3.5362301e-01 6.2711840e-01 7.0293650e-01 7.5062800e-01 7.9893950e-01 8.8997110e-01 9.0868330e-01
3.5398523e-01 6.2620410e-01 7.0216300e-01 7.4992750e-01 7.9843060e-01 8.8958900e-01 9.0839960e-01
3.5434649e-01 6.2526960e-01 7.0139560e-01 7.4924410e-01 7.9787040e-01 8.8933610e-01 9.0813270e-01
3.5470681e-01 6.2432940e-01 7.0049640e-01 7.4851070e-01 7.9728610e-01 8.8900830e-01 9.0778980e-01
3.5506619e-01 6.2341350e-01 6.9970470e-01 7.4785680e-01 7.9664240e-01 8.8867280e-01 9.0760380e-01
3.5542462e-01 6.2247440e-01 6.9893530e-01 7.4714640e-01 7.9612300e-01 8.8825360e-01 9.0719480e-01
3.5578212e-01 6.2154790e-01 6.9817210e-01 7.4651490e-01 7.9563130e-01 8.8787150e-01 9.0699180e-01
3.5613868e-01 6.2064590e-01 6.9739470e-01 7.4583470e-01 7.9509620e-01 8.8752200e-01 9.0660400e-01
3.5649431e-01 6.1970360e-01 6.9658150e-01 7.4507720e-01 7.9439760e-01 8.8719170e-01 9.0645120e-01
3.5684901e-01 6.1879580e-01 6.9582320e-01 7.4438870e-01 7.9380350e-01 8.8685310e-01 9.0605440e-01
3.5720278e-01 6.1785220e-01 6.9491590e-01 7.4368990e-01 7.9326670e-01 8.8647100e-01 9.0577270e-01
3.5755563e-01 6.1691840e-01 6.9417560e-01 7.4307020e-01 7.9272550e-01 8.8605110e-01 9.0552180e-01
3.5790756e-01 6.1598830e-01 6.9340940e-01 7.4239510e-01 7.9217910e-01 8.8570300e-01 9.0519840e-01
3.5825857e-01 6.1509690e-01 6.9258540e-01 7.4162350e-01 7.9150800e-01 8.8532090e-01 9.0491030e-01
3.5860866e-01 6.1413900e-01 6.9178740e-01 7.4089610e-01 7.9094840e-01 8.8493880e-01 9.0451510e-01
3.5895784e-01 6.1321960e-01 6.9099510e-01 7.4026610e-01 7.9046840e-01 8.8465290e-01 9.0437190e-01
3.5930611e-01 6.1232620e-01 6.9022740e-01 7.3961020e-01 7.8981250e-01 8.8430470e-01 9.0397450e-01
3.5965347e-01 6.1139450e-01 6.8944990e-01 7.3889600e-01 7.8925270e-01 8.8397700e-01 9.0370990e-01
3.5999993e-01 6.1044710e-01 6.8859560e-01 7.3817320e-01 7.8870890e-01 8.8359260e-01 9.0336300e-01
3.6034548e-01 6.0953910e-01 6.8782060e-01 7.3748820e-01 7.8812600e-01 8.8321140e-01 9.0306200e-01
3.6069014e-01 6.0862410e-01 6.8704510e-01 7.3684810e-01 7.8758360e-01 8.8282010e-01 9.0270740e-01
3.6103390e-01 6.0769620e-01 6.8622080e-01 7.3609120e-01 7.8693650e-01 8.8247190e-01 9.0255030e-01
3.6137676e-01 6.0678180e-01 6.8548260e-01 7.3550760e-01 7.8640370e-01 8.8206200e-01 9.0217320e-01
3.6171873e-01 6.0584700e-01 6.8464270e-01 7.3475870e-01 7.8589980e-01 8.8177600e-01 9.0195520e-01
3.6205981e-01 6.0492860e-01 6.8381400e-01 7.3399850e-01 7.8523940e-01 8.8139400e-01 9.0147780e-01
3.6240000e-01 6.0401560e-01 6.8308270e-01 7.3334410e-01 7.8457550e-01 8.8101190e-01 9.0138090e-01
3.6273931e-01 6.0309040e-01 6.8231970e-01 7.3270420e-01 7.8408320e-01 8.8066370e-01 9.0098260e-01
3.6307773e-01 6.0215470e-01 6.8147500e-01 7.3202590e-01 7.8358040e-01 8.8028260e-01 9.0076940e-01
3.6341528e-01 6.0123680e-01 6.8061990e-01 7.3120390e-01 7.8301500e-01 8.7989820e-01 9.0040830e-01
3.6375195e-01 6.0032470e-01 6.7986050e-01 7.3053720e-01 7.8228380e-01 8.7947850e-01 9.0005450e-01
3.6408774e-01 5.9941500e-01 6.7910580e-01 7.2988260e-01 7.8174670e-01 8.7913990e-01 8.9979680e-01
3.6442266e-01 5.9850890e-01 6.7832160e-01 7.2925950e-01 7.8124980e-01 8.7884440e-01 8.9943260e-01
3.6475671e-01 5.9757150e-01 6.7741860e-01 7.2842190e-01 7.8069590e-01 8.7845300e-01 8.9914890e-01
3.6508990e-01 5.9665990e-01 6.7666470e-01 7.2776610e-01 7.8003600e-01 8.7803230e-01 8.9896460e-01
3.6542222e-01 5.9575820e-01 6.7588660e-01 7.2708130e-01 7.7940700e-01 8.7762240e-01 8.9855380e-01
3.6575367e-01 5.9483910e-01 6.7508470e-01 7.2643640e-01 7.7886140e-01 8.7724030e-01 8.9838900e-01
3.6608426e-01 5.9393070e-01 6.7431810e-01 7.2569180e-01 7.7832270e-01 8.7691120e-01 8.9789180e-01
3.6641400e-01 5.9297510e-01 6.7349050e-01 7.2497180e-01 7.7774030e-01 8.7656300e-01 8.9766040e-01
3.6674288e-01 5.9206680e-01 6.7269440e-01 7.2435640e-01 7.7720780e-01 8.7618090e-01 8.9740080e-01
3.6707091e-01 5.9114590e-01 6.7191730e-01 7.2365170e-01 7.7664000e-01 8.7580600e-01 8.9706530e-01
3.6739808e-01 5.9024650e-01 6.7110360e-01 7.2290970e-01 7.7594270e-01 8.7547660e-01 8.9675290e-01
3.6772441e-01 5.8933230e-01 6.7033570e-01 7.2222540e-01 7.7536710e-01 8.7509450e-01 8.9640750e-01
3.6804989e-01 5.8841650e-01 6.6953210e-01 7.2156150e-01 7.7488480e-01 8.7473710e-01 8.9607660e-01
3.6837452e-01 5.8748970e-01 6.6870920e-01 7.2086520e-01 7.7430200e-01 8.7435500e-01 8.9586690e-01
3.6869831e-01 5.8656230e-01 6.6788360e-01 7.2009560e-01 7.7368920e-01 8.7397150e-01 8.9546500e-01
3.6902126e-01 5.8567160e-01 6.6711880e-01 7.1938110e-01 7.7300370e-01 8.7356160e-01 8.9526440e-01
3.6934338e-01 5.8477390e-01 6.6635010e-01 7.1877620e-01 7.7251190e-01 8.7317950e-01 8.9488460e-01
3.6966465e-01 5.8385330e-01 6.6555420e-01 7.1804790e-01 7.7199810e-01 8.7275880e-01 8.9465290e-01
3.6998510e-01 5.8295360e-01 6.6473360e-01 7.1734260e-01 7.7137760e-01 8.7245410e-01 8.9432710e-01
3.7030471e-01 5.8202290e-01 6.6391610e-01 7.1663550e-01 7.7075210e-01 8.7207290e-01 8.9405790e-01
3.7062349e-01 5.8110130e-01 6.6315260e-01 7.1596690e-01 7.7019720e-01 8.7169080e-01 8.9363480e-01
3.7094145e-01 5.8018360e-01 6.6232610e-01 7.1522550e-01 7.6962490e-01 8.7131360e-01 8.9333520e-01
3.7125858e-01 5.7928920e-01 6.6151960e-01 7.1454960e-01 7.6905130e-01 8.7092930e-01 8.9308520e-01
3.7157489e-01 5.7838860e-01 6.6077200e-01 7.1389600e-01 7.6845410e-01 8.7054810e-01 8.9272530e-01
3.7189038e-01 5.7750600e-01 6.5995190e-01 7.1313560e-01 7.6786510e-01 8.7012640e-01 8.9249020e-01
3.7220505e-01 5.7655800e-01 6.5915420e-01 7.1244350e-01 7.6728550e-01 8.6974430e-01 8.9213020e-01
3.7251890e-01 5.7563350e-01 6.5830000e-01 7.1170460e-01 7.6665120e-01 8.6932600e-01 8.9177950e-01
3.7283193e-01 5.7472140e-01 6.5754430e-01 7.1104470e-01 7.6609850e-01 8.6894390e-01 8.9153520e-01
3.7314416e-01 5.7379260e-01 6.5679440e-01 7.1037640e-01 7.6556320e-01 8.6856520e-01 8.9110320e-01
3.7345557e-01 5.7289970e-01 6.5595290e-01 7.0969660e-01 7.6496860e-01 8.6817390e-01 8.9087080e-01
3.7376618e-01 5.7201600e-01 6.5508000e-01 7.0889060e-01 7.6435270e-01 8.6782570e-01 8.9054610e-01
3.7407598e-01 5.7109980e-01 6.5432180e-01 7.0821970e-01 7.6381330e-01 8.6744360e-01 8.9011500e-01
3.7438497e-01 5.7018360e-01 6.5357340e-01 7.0754340e-01 7.6315370e-01 8.6703370e-01 8.8989810e-01
3.7469317e-01 5.6926460e-01 6.5280380e-01 7.0692760e-01 7.6258430e-01 8.6670430e-01 8.8956440e-01
3.7500056e-01 5.6834110e-01 6.5191850e-01 7.0612090e-01 7.6198350e-01 8.6632220e-01 8.8923610e-01
3.7530715e-01 5.6744550e-01 6.5111810e-01 7.0538220e-01 7.6144170e-01 8.6590020e-01 8.8887110e-01
